text,start,duration,end,clean_text,tokens,word_count,sentiment,sentiment_num,entities,time_bin
"It’s made possible by a new
Apple-designed coating,",1958.153,3.637,1961.79,"it’s made possible by a new
apple-designed coating,","['made', 'possible', 'by', 'a', 'new']",5,POSITIVE,1,[],1920.0
"bonded to Ceramic Shield
at the atomic level.",1961.823,3.637,1965.46,"bonded to ceramic shield
at the atomic level.","['bonded', 'to', 'ceramic', 'shield', 'at', 'the', 'atomic']",7,POSITIVE,1,[],1920.0
"This specialized ceramic
layer adds hardness",1965.494,3.003,1968.4969999999998,"this specialized ceramic
layer adds hardness","['this', 'specialized', 'ceramic', 'layer', 'adds', 'hardness']",6,POSITIVE,1,[],1920.0
to protect from everyday scratches.,1968.53,2.502,1971.032,to protect from everyday scratches.,"['to', 'protect', 'from', 'everyday']",4,NEGATIVE,-1,[],1920.0
"And the display quality gets better with
a seven-layer anti-reflective coating",1971.633,5.272,1976.905,"and the display quality gets better with
a seven-layer anti-reflective coating","['and', 'the', 'display', 'quality', 'gets', 'better', 'with', 'a', 'coating']",9,NEGATIVE,-1,"[('seven', 'CARDINAL')]",1920.0
"that reduces glare and distractions,
making iPhone more readable",1976.905,4.171,1981.076,"that reduces glare and distractions,
making iphone more readable","['that', 'reduces', 'glare', 'and', 'making', 'iphone', 'more', 'readable']",8,POSITIVE,1,[],1920.0
"in bright lighting conditions,
both indoors and outdoors.",1981.109,4.538,1985.647,"in bright lighting conditions,
both indoors and outdoors.","['in', 'bright', 'lighting', 'both', 'indoors', 'and']",6,POSITIVE,1,[],1920.0
"Powering iPhone 17 is the latest
generation of Apple silicon, A19.",1985.814,6.506,1992.3200000000002,"powering iphone 17 is the latest
generation of apple silicon, a19.","['powering', 'iphone', 'is', 'the', 'latest', 'generation', 'of', 'apple']",8,POSITIVE,1,"[('17', 'CARDINAL')]",1920.0
"Built with the most
advanced 3nm technology,",1992.42,3.771,1996.191,"built with the most
advanced 3nm technology,","['built', 'with', 'the', 'most', 'advanced']",5,POSITIVE,1,"[('3', 'CARDINAL')]",1920.0
A19 is faster and more efficient.,1996.191,3.737,1999.928,a19 is faster and more efficient.,"['is', 'faster', 'and', 'more']",4,POSITIVE,1,[],1920.0
"It has an updated display engine to power
ProMotion and the Always-On display.",1999.961,5.94,2005.901,"it has an updated display engine to power
promotion and the always-on display.","['it', 'has', 'an', 'updated', 'display', 'engine', 'to', 'power', 'promotion', 'and', 'the']",11,POSITIVE,1,[],1920.0
"It has an improved Neural Engine,",2005.901,2.002,2007.903,"it has an improved neural engine,","['it', 'has', 'an', 'improved', 'neural']",5,POSITIVE,1,[],1920.0
"tailored to power incredible on-device
performance for Apple Intelligence.",2007.903,5.705,2013.608,"tailored to power incredible on-device
performance for apple intelligence.","['tailored', 'to', 'power', 'incredible', 'performance', 'for', 'apple']",7,POSITIVE,1,[],1920.0
"Combined with increased memory bandwidth
of A19, on-device generative",2013.675,5.005,2018.68,"combined with increased memory bandwidth
of a19, on-device generative","['combined', 'with', 'increased', 'memory', 'bandwidth', 'of', 'generative']",7,NEGATIVE,-1,[],1920.0
"and large language models
will run even faster.",2018.713,3.737,2022.45,"and large language models
will run even faster.","['and', 'large', 'language', 'models', 'will', 'run', 'even']",7,POSITIVE,1,[],1920.0
"A19 has a 6-core CPU with our latest
performance and efficiency cores to make",2022.45,6.006,2028.4560000000001,"a19 has a 6-core cpu with our latest
performance and efficiency cores to make","['has', 'a', 'cpu', 'with', 'our', 'latest', 'performance', 'and', 'efficiency', 'cores', 'to', 'make']",12,POSITIVE,1,"[('6', 'CARDINAL')]",1920.0
"iPhone 17 responsive while
enabling great battery life.",2028.49,5.105,2033.595,"iphone 17 responsive while
enabling great battery life.","['iphone', 'responsive', 'while', 'enabling', 'great', 'battery']",6,POSITIVE,1,"[('17', 'CARDINAL')]",1920.0
"The next-generation 5-core GPU
provides a big step up",2033.628,4.171,2037.799,"the next-generation 5-core gpu
provides a big step up","['the', 'gpu', 'provides', 'a', 'big', 'step', 'up']",7,POSITIVE,1,"[('5', 'CARDINAL')]",1920.0
for graphics-intensive tasks.,2037.799,2.87,2040.6689999999999,for graphics-intensive tasks.,['for'],1,NEGATIVE,-1,[],1920.0
"If you’re upgrading from an older iPhone,
you’ll experience a huge boost in speed.",2040.702,5.906,2046.608,"if you’re upgrading from an older iphone,
you’ll experience a huge boost in speed.","['if', 'upgrading', 'from', 'an', 'older', 'experience', 'a', 'huge', 'boost', 'in']",10,POSITIVE,1,[],2040.0
"The advancements in
Apple silicon, hardware,",2046.641,2.87,2049.511,"the advancements in
apple silicon, hardware,","['the', 'advancements', 'in', 'apple']",4,POSITIVE,1,[],2040.0
"and software make for
incredible gaming on iPhone.",2049.544,4.605,2054.149,"and software make for
incredible gaming on iphone.","['and', 'software', 'make', 'for', 'incredible', 'gaming', 'on']",7,POSITIVE,1,[],2040.0
"Titles like Destiny: Rising by NetEase
are even better with ProMotion’s adaptive",2054.182,5.739,2059.921,"titles like destiny: rising by netease
are even better with promotion’s adaptive","['titles', 'like', 'rising', 'by', 'netease', 'are', 'even', 'better', 'with', 'adaptive']",10,POSITIVE,1,[],2040.0
refresh rate up to 120Hz.,2059.955,3.303,2063.258,refresh rate up to 120hz.,"['refresh', 'rate', 'up', 'to']",4,POSITIVE,1,"[('120hz', 'ORDINAL')]",2040.0
"A19’s advanced CPU, GPU,
and updated neural engine",2063.558,4.972,2068.53,"a19’s advanced cpu, gpu,
and updated neural engine","['advanced', 'and', 'updated', 'neural', 'engine']",5,POSITIVE,1,"[('gpu', 'PERSON')]",2040.0
also power Apple Intelligence.,2068.53,2.969,2071.4990000000003,also power apple intelligence.,"['also', 'power', 'apple']",3,POSITIVE,1,[],2040.0
"There are many features available today
on iPhone that empower you to create,",2071.533,4.671,2076.2039999999997,"there are many features available today
on iphone that empower you to create,","['there', 'are', 'many', 'features', 'available', 'today', 'on', 'iphone', 'that', 'empower', 'you', 'to']",12,POSITIVE,1,"[('today', 'DATE')]",2040.0
"communicate, and be more productive.",2076.237,2.57,2078.8070000000002,"communicate, and be more productive.","['and', 'be', 'more']",3,POSITIVE,1,[],2040.0
"With iOS 26, we are adding even more.",2078.84,4.004,2082.844,"with ios 26, we are adding even more.","['with', 'ios', 'we', 'are', 'adding', 'even']",6,POSITIVE,1,"[('26', 'CARDINAL')]",2040.0
"With visual intelligence, you can search,
take action, and ask questions",2082.911,4.738,2087.649,"with visual intelligence, you can search,
take action, and ask questions","['with', 'visual', 'you', 'can', 'take', 'and', 'ask', 'questions']",8,POSITIVE,1,[],2040.0
about what’s on your iPhone screen.,2087.682,3.237,2090.919,about what’s on your iphone screen.,"['about', 'on', 'your', 'iphone']",4,NEGATIVE,-1,[],2040.0
"Live Translation helps you communicate
across languages in Phone,",2090.919,4.705,2095.624,"live translation helps you communicate
across languages in phone,","['live', 'translation', 'helps', 'you', 'communicate', 'across', 'languages', 'in']",8,POSITIVE,1,[],2040.0
"FaceTime, and Messages.",2095.657,2.302,2097.9590000000003,"facetime, and messages.",['and'],1,NEGATIVE,-1,[],2040.0
"And just like all of Apple Intelligence,
these features are designed",2098.393,4.204,2102.597,"and just like all of apple intelligence,
these features are designed","['and', 'just', 'like', 'all', 'of', 'apple', 'these', 'features', 'are', 'designed']",10,POSITIVE,1,[],2040.0
to protect your privacy at every step.,2102.631,3.303,2105.9339999999997,to protect your privacy at every step.,"['to', 'protect', 'your', 'privacy', 'at', 'every']",6,POSITIVE,1,[],2040.0
"The efficiency
of Apple silicon contributes",2105.967,2.536,2108.503,"the efficiency
of apple silicon contributes","['the', 'efficiency', 'of', 'apple', 'silicon', 'contributes']",6,POSITIVE,1,[],2040.0
to all-day battery life on iPhone 17.,2108.503,3.637,2112.1400000000003,to all-day battery life on iphone 17.,"['to', 'battery', 'life', 'on', 'iphone']",5,NEGATIVE,-1,"[('all-day', 'DATE'), ('17', 'CARDINAL')]",2040.0
"And with ProMotion, iPhone 17 gets
up to eight more hours of video playback",2112.173,5.906,2118.0789999999997,"and with promotion, iphone 17 gets
up to eight more hours of video playback","['and', 'with', 'iphone', 'gets', 'up', 'to', 'eight', 'more', 'hours', 'of', 'video', 'playback']",12,NEGATIVE,-1,"[('17', 'CARDINAL'), ('up to', 'CARDINAL'), ('eight more hours', 'TIME')]",2040.0
compared to iPhone 16.,2118.113,2.469,2120.582,compared to iphone 16.,"['compared', 'to', 'iphone']",3,POSITIVE,1,"[('16', 'CARDINAL')]",2040.0
"When you are out of battery,
faster wired charging",2120.782,3.27,2124.052,"when you are out of battery,
faster wired charging","['when', 'you', 'are', 'out', 'of', 'faster', 'wired', 'charging']",8,POSITIVE,1,[],2040.0
gets you up to 50% charge in 20 minutes.,2124.085,3.871,2127.956,gets you up to 50% charge in 20 minutes.,"['gets', 'you', 'up', 'to', 'charge', 'in']",6,NEGATIVE,-1,"[('up to 50%', 'PERCENT'), ('20 minutes', 'TIME')]",2040.0
"So just 10 minutes of charge gives
you up to eight hours of video playback.",2127.989,5.706,2133.695,"so just 10 minutes of charge gives
you up to eight hours of video playback.","['so', 'just', 'minutes', 'of', 'charge', 'gives', 'you', 'up', 'to', 'eight', 'hours', 'of', 'video']",13,NEGATIVE,-1,"[('just 10 minutes', 'TIME'), ('up to eight hours', 'TIME')]",2040.0
"It’s also a big year
for the iPhone cameras.",2133.762,2.869,2136.6310000000003,"it’s also a big year
for the iphone cameras.","['also', 'a', 'big', 'year', 'for', 'the', 'iphone']",7,POSITIVE,1,"[('a big year', 'DATE')]",2040.0
"To show you what’s new, here’s Megan.",2137.065,2.469,2139.534,"to show you what’s new, here’s megan.","['to', 'show', 'you']",3,POSITIVE,1,[],2040.0
"♪ “Bikini” by Nick León 
& Erika De Casier ♪",2139.534,3.537,2143.071,"♪ “bikini” by nick león 
& erika de casier ♪","['by', 'nick', 'león', 'erika', 'de', 'casier']",6,NEGATIVE,-1,"[('nick león \n&', 'PERSON')]",2040.0
"iPhone 17 has a fantastic
48MP Dual Fusion camera system.",2148.309,5.373,2153.6820000000002,"iphone 17 has a fantastic
48mp dual fusion camera system.","['iphone', 'has', 'a', 'fantastic', 'dual', 'fusion', 'camera']",7,POSITIVE,1,"[('17', 'CARDINAL')]",2040.0
"Our Fusion technology combines
the capabilities of two cameras in one,",2154.082,4.671,2158.7529999999997,"our fusion technology combines
the capabilities of two cameras in one,","['our', 'fusion', 'technology', 'combines', 'the', 'capabilities', 'of', 'two', 'cameras', 'in']",10,POSITIVE,1,"[('two', 'CARDINAL'), ('one', 'CARDINAL')]",2040.0
"with a main camera
and an optical-quality 2x telephoto,",2158.787,4.371,2163.158,"with a main camera
and an optical-quality 2x telephoto,","['with', 'a', 'main', 'camera', 'and', 'an']",6,POSITIVE,1,"[('2x', 'CARDINAL')]",2040.0
each with dedicated image pipelines.,2163.191,2.536,2165.727,each with dedicated image pipelines.,"['each', 'with', 'dedicated', 'image']",4,POSITIVE,1,[],2160.0
"The main camera delivers
an impressive 48MPs of resolution,",2165.96,4.405,2170.3650000000002,"the main camera delivers
an impressive 48mps of resolution,","['the', 'main', 'camera', 'delivers', 'an', 'impressive', 'of']",7,POSITIVE,1,"[('48mps', 'CARDINAL')]",2160.0
"perfect for capturing fine details,
like in this vibrant shoreline photo.",2170.598,4.538,2175.136,"perfect for capturing fine details,
like in this vibrant shoreline photo.","['perfect', 'for', 'capturing', 'fine', 'like', 'in', 'this', 'vibrant', 'shoreline']",9,POSITIVE,1,[],2160.0
"And for everyday photos, the 24MP default
resolution provides the perfect balance,",2175.403,6.507,2181.91,"and for everyday photos, the 24mp default
resolution provides the perfect balance,","['and', 'for', 'everyday', 'the', 'default', 'resolution', 'provides', 'the', 'perfect']",9,POSITIVE,1,"[('24mp', 'ORDINAL')]",2160.0
"offering excellent image quality,
rich detail, and a smaller file size",2182.11,4.972,2187.0820000000003,"offering excellent image quality,
rich detail, and a smaller file size","['offering', 'excellent', 'image', 'rich', 'and', 'a', 'smaller', 'file', 'size']",9,POSITIVE,1,[],2160.0
that’s ideal for saving and sharing.,2187.115,2.336,2189.4509999999996,that’s ideal for saving and sharing.,"['ideal', 'for', 'saving', 'and']",4,POSITIVE,1,[],2160.0
"At 2x, the optical-quality telephoto
gets you closer to the subject,",2190.251,4.872,2195.123,"at 2x, the optical-quality telephoto
gets you closer to the subject,","['at', 'the', 'telephoto', 'gets', 'you', 'closer', 'to', 'the']",8,POSITIVE,1,"[('2x', 'CARDINAL')]",2160.0
"making it great for capturing
quiet moments like this.",2195.156,3.17,2198.326,"making it great for capturing
quiet moments like this.","['making', 'it', 'great', 'for', 'capturing', 'quiet', 'moments', 'like']",8,POSITIVE,1,[],2160.0
"And now, iPhone 17 gets a new
48MP Fusion Ultra Wide camera.",2199.027,5.572,2204.599,"and now, iphone 17 gets a new
48mp fusion ultra wide camera.","['and', 'iphone', 'gets', 'a', 'new', 'fusion', 'ultra', 'wide']",8,POSITIVE,1,"[('17', 'CARDINAL')]",2160.0
"It has four times the resolution
compared to iPhone 16.",2204.666,3.603,2208.2690000000002,"it has four times the resolution
compared to iphone 16.","['it', 'has', 'four', 'times', 'the', 'resolution', 'compared', 'to', 'iphone']",9,NEGATIVE,-1,"[('four', 'CARDINAL'), ('16', 'CARDINAL')]",2160.0
"So you get even more detail in a broad
range of photos, from exceptional macros",2208.703,5.506,2214.209,"so you get even more detail in a broad
range of photos, from exceptional macros","['so', 'you', 'get', 'even', 'more', 'detail', 'in', 'a', 'broad', 'range', 'of', 'from', 'exceptional', 'macros']",14,POSITIVE,1,[],2160.0
to expressive scenes in unique angles.,2214.242,2.536,2216.7780000000002,to expressive scenes in unique angles.,"['to', 'expressive', 'scenes', 'in', 'unique']",5,POSITIVE,1,[],2160.0
"You’re going to love how easy it is
to take amazing photos and videos.",2217.312,4.671,2221.9829999999997,"you’re going to love how easy it is
to take amazing photos and videos.","['going', 'to', 'love', 'how', 'easy', 'it', 'is', 'to', 'take', 'amazing', 'photos', 'and']",12,POSITIVE,1,[],2160.0
"Now, let’s flip over to the front camera.",2222.383,2.303,2224.6859999999997,"now, let’s flip over to the front camera.","['flip', 'over', 'to', 'the', 'front']",5,NEGATIVE,-1,[],2160.0
"It’s how we take self-portraits,
record memories,",2225.386,3.037,2228.423,"it’s how we take self-portraits,
record memories,","['how', 'we', 'take', 'record']",4,POSITIVE,1,[],2160.0
express our creativity and point of view.,2228.456,3.003,2231.4590000000003,express our creativity and point of view.,"['express', 'our', 'creativity', 'and', 'point', 'of']",6,POSITIVE,1,[],2160.0
"And iPhone is with you to
capture all these moments.",2232.16,3.236,2235.3959999999997,"and iphone is with you to
capture all these moments.","['and', 'iphone', 'is', 'with', 'you', 'to', 'capture', 'all', 'these']",9,POSITIVE,1,[],2160.0
"Globally iPhone users took over
500 billion selfies last year.",2235.864,4.504,2240.368,"globally iphone users took over
500 billion selfies last year.","['globally', 'iphone', 'users', 'took', 'over', 'billion', 'selfies', 'last']",8,NEGATIVE,-1,"[('500 billion', 'CARDINAL'), ('last year', 'DATE')]",2160.0
That’s more than any other smartphone!,2240.368,2.236,2242.604,that’s more than any other smartphone!,"['more', 'than', 'any', 'other']",4,POSITIVE,1,[],2160.0
"So this year, we are thrilled to introduce
our phenomenal new Center Stage front camera.",2242.937,6.774,2249.711,"so this year, we are thrilled to introduce
our phenomenal new center stage front camera.","['so', 'this', 'we', 'are', 'thrilled', 'to', 'introduce', 'our', 'phenomenal', 'new', 'center', 'stage', 'front']",13,POSITIVE,1,"[('this year', 'DATE')]",2160.0
"It gives you more pixels,
more flexible ways to frame your shot,",2250.145,3.603,2253.748,"it gives you more pixels,
more flexible ways to frame your shot,","['it', 'gives', 'you', 'more', 'more', 'flexible', 'ways', 'to', 'frame', 'your']",10,POSITIVE,1,[],2160.0
and incredible stabilization.,2253.782,2.235,2256.0170000000003,and incredible stabilization.,"['and', 'incredible']",2,POSITIVE,1,[],2160.0
"This new front camera
has our widest field of view.",2256.284,3.37,2259.654,"this new front camera
has our widest field of view.","['this', 'new', 'front', 'camera', 'has', 'our', 'widest', 'field', 'of']",9,POSITIVE,1,[],2160.0
"It is enabled by our largest front camera
sensor, almost twice the size",2260.221,4.705,2264.926,"it is enabled by our largest front camera
sensor, almost twice the size","['it', 'is', 'enabled', 'by', 'our', 'largest', 'front', 'camera', 'almost', 'twice', 'the', 'size']",12,POSITIVE,1,[],2160.0
of our previous front camera.,2264.926,2.069,2266.995,of our previous front camera.,"['of', 'our', 'previous', 'front']",4,POSITIVE,1,[],2160.0
"And for the first time,
the sensor is square.",2267.162,3.536,2270.698,"and for the first time,
the sensor is square.","['and', 'for', 'the', 'first', 'the', 'sensor', 'is']",7,NEGATIVE,-1,"[('first', 'ORDINAL')]",2160.0
"Traditional sensors have a 4:3
aspect ratio, which limits framing",2271.332,5.272,2276.604,"traditional sensors have a 4:3
aspect ratio, which limits framing","['traditional', 'sensors', 'have', 'a', 'aspect', 'which', 'limits', 'framing']",8,NEGATIVE,-1,"[('4:3', 'CARDINAL')]",2160.0
based on the orientation of the phone.,2276.638,2.002,2278.64,based on the orientation of the phone.,"['based', 'on', 'the', 'orientation', 'of', 'the']",6,NEGATIVE,-1,[],2160.0
"The Center Stage camera’s
unique shape and larger size",2279.607,4.171,2283.778,"the center stage camera’s
unique shape and larger size","['the', 'center', 'stage', 'unique', 'shape', 'and', 'larger', 'size']",8,POSITIVE,1,[],2160.0
"allow for high-resolution photos
and videos in any orientation,",2283.812,4.838,2288.65,"allow for high-resolution photos
and videos in any orientation,","['allow', 'for', 'photos', 'and', 'videos', 'in', 'any']",7,POSITIVE,1,[],2280.0
giving you four different compositions.,2288.883,2.736,2291.6189999999997,giving you four different compositions.,"['giving', 'you', 'four', 'different']",4,POSITIVE,1,"[('four', 'CARDINAL')]",2280.0
"Which means you don’t have to rotate your
iPhone to take a landscape selfie anymore!",2291.886,4.204,2296.09,"which means you don’t have to rotate your
iphone to take a landscape selfie anymore!","['which', 'means', 'you', 'have', 'to', 'rotate', 'your', 'iphone', 'to', 'take', 'a', 'landscape', 'selfie']",13,POSITIVE,1,"[('selfie', 'NORP')]",2280.0
"Now, you can tap to expand
the field of view and rotate from portrait",2297.458,4.205,2301.663,"now, you can tap to expand
the field of view and rotate from portrait","['you', 'can', 'tap', 'to', 'expand', 'the', 'field', 'of', 'view', 'and', 'rotate', 'from', 'portrait']",13,POSITIVE,1,[],2280.0
"to landscape, giving you more flexible
ways to frame your photos and videos.",2301.696,4.438,2306.134,"to landscape, giving you more flexible
ways to frame your photos and videos.","['to', 'giving', 'you', 'more', 'flexible', 'ways', 'to', 'frame', 'your', 'photos', 'and']",11,POSITIVE,1,[],2280.0
"When friends join the shot,
the all-new Center Stage for photos",2307.001,5.339,2312.34,"when friends join the shot,
the all-new center stage for photos","['when', 'friends', 'join', 'the', 'the', 'center', 'stage', 'for', 'photos']",9,POSITIVE,1,[],2280.0
"uses AI to automatically
expand the field of view,",2312.34,3.67,2316.01,"uses ai to automatically
expand the field of view,","['uses', 'ai', 'to', 'automatically', 'expand', 'the', 'field', 'of']",8,POSITIVE,1,[],2280.0
and can even rotate the frame for you.,2316.01,2.203,2318.213,and can even rotate the frame for you.,"['and', 'can', 'even', 'rotate', 'the', 'frame', 'for']",7,POSITIVE,1,[],2280.0
"This makes it even easier
to take a share-worthy photo.",2318.379,3.27,2321.649,"this makes it even easier
to take a share-worthy photo.","['this', 'makes', 'it', 'even', 'easier', 'to', 'take', 'a']",8,NEGATIVE,-1,[],2280.0
"Holding iPhone vertically,
you get a more secure grip,",2322.383,3.337,2325.72,"holding iphone vertically,
you get a more secure grip,","['holding', 'iphone', 'you', 'get', 'a', 'more', 'secure']",7,POSITIVE,1,[],2280.0
and you get better landscape selfies,2325.72,1.902,2327.622,and you get better landscape selfies,"['and', 'you', 'get', 'better', 'landscape', 'selfies']",6,NEGATIVE,-1,[],2280.0
"because your eyes are
more centered in the shot.",2327.655,2.836,2330.491,"because your eyes are
more centered in the shot.","['because', 'your', 'eyes', 'are', 'more', 'centered', 'in', 'the']",8,NEGATIVE,-1,[],2280.0
"And photos have even more detail
with higher resolution up to 18MP.",2330.725,5.506,2336.2309999999998,"and photos have even more detail
with higher resolution up to 18mp.","['and', 'photos', 'have', 'even', 'more', 'detail', 'with', 'higher', 'resolution', 'up', 'to']",11,POSITIVE,1,"[('18mp', 'ORDINAL')]",2280.0
"The extra pixels in the square sensor
level up video, too.",2336.531,2.803,2339.334,"the extra pixels in the square sensor
level up video, too.","['the', 'extra', 'pixels', 'in', 'the', 'square', 'sensor', 'level', 'up']",9,POSITIVE,1,[],2280.0
"All your on-the-move selfie videos
will be ultra-stabilized,",2340.068,3.503,2343.5710000000004,"all your on-the-move selfie videos
will be ultra-stabilized,","['all', 'your', 'selfie', 'videos', 'will', 'be']",6,NEGATIVE,-1,"[('selfie', 'CARDINAL')]",2280.0
using some of the same technology,2343.605,2.035,2345.64,using some of the same technology,"['using', 'some', 'of', 'the', 'same', 'technology']",6,NEGATIVE,-1,[],2280.0
"that enables Action Mode
on the rear cameras.",2345.64,2.869,2348.509,"that enables action mode
on the rear cameras.","['that', 'enables', 'action', 'mode', 'on', 'the', 'rear']",7,POSITIVE,1,[],2280.0
"You can also be more present FaceTiming
with friends and family,",2349.11,3.37,2352.48,"you can also be more present facetiming
with friends and family,","['you', 'can', 'also', 'be', 'more', 'present', 'facetiming', 'with', 'friends', 'and']",10,POSITIVE,1,[],2280.0
"because Center Stage for video
calls is optimized for handheld video",2352.48,4.605,2357.085,"because center stage for video
calls is optimized for handheld video","['because', 'center', 'stage', 'for', 'video', 'calls', 'is', 'optimized', 'for', 'handheld', 'video']",11,NEGATIVE,-1,[],2280.0
"to keep your face perfectly
positioned in-frame.",2357.118,2.97,2360.0879999999997,"to keep your face perfectly
positioned in-frame.","['to', 'keep', 'your', 'face', 'perfectly', 'positioned']",6,POSITIVE,1,[],2280.0
"The Center Stage front camera unlocks
next-level experiences unique to iPhone.",2360.688,5.005,2365.693,"the center stage front camera unlocks
next-level experiences unique to iphone.","['the', 'center', 'stage', 'front', 'camera', 'unlocks', 'experiences', 'unique', 'to']",9,POSITIVE,1,[],2280.0
"Now, back to Kaiann.",2366.527,1.669,2368.196,"now, back to kaiann.","['back', 'to']",2,POSITIVE,1,[],2280.0
"iPhone 17 has impressive camera
upgrades with the 48MP Dual Fusion camera system",2369.43,7.675,2377.105,"iphone 17 has impressive camera
upgrades with the 48mp dual fusion camera system","['iphone', 'has', 'impressive', 'camera', 'upgrades', 'with', 'the', 'dual', 'fusion', 'camera', 'system']",11,POSITIVE,1,"[('17', 'CARDINAL')]",2280.0
and the Center Stage front camera.,2377.138,2.336,2379.4739999999997,and the center stage front camera.,"['and', 'the', 'center', 'stage', 'front']",5,POSITIVE,1,[],2280.0
"We can’t wait to see all the ways
you’ll capture everyday moments,",2379.807,4.138,2383.9449999999997,"we can’t wait to see all the ways
you’ll capture everyday moments,","['we', 'wait', 'to', 'see', 'all', 'the', 'ways', 'capture', 'everyday']",9,POSITIVE,1,"[('everyday', 'DATE')]",2280.0
"and use it for more
creative possibilities.",2383.945,2.803,2386.748,"and use it for more
creative possibilities.","['and', 'use', 'it', 'for', 'more', 'creative']",6,POSITIVE,1,[],2280.0
"And that completes
the fantastic iPhone 17!",2387.048,4.004,2391.0519999999997,"and that completes
the fantastic iphone 17!","['and', 'that', 'completes', 'the', 'fantastic', 'iphone']",6,POSITIVE,1,"[('17', 'CARDINAL')]",2280.0
"Powered by the A19 chip, it has a bigger
and brighter 6.3” display",2391.252,5.572,2396.824,"powered by the a19 chip, it has a bigger
and brighter 6.3” display","['powered', 'by', 'the', 'it', 'has', 'a', 'bigger', 'and', 'brighter', 'display']",10,POSITIVE,1,"[('6.3', 'CARDINAL')]",2280.0
with ProMotion and Ceramic Shield 2.,2396.858,3.003,2399.8610000000003,with promotion and ceramic shield 2.,"['with', 'promotion', 'and', 'ceramic', 'shield']",5,POSITIVE,1,"[('2', 'CARDINAL')]",2280.0
"iPhone 17 also comes with the latest
iOS features, Apple Intelligence,",2400.028,5.572,2405.6,"iphone 17 also comes with the latest
ios features, apple intelligence,","['iphone', 'also', 'comes', 'with', 'the', 'latest', 'ios', 'apple']",8,POSITIVE,1,"[('17', 'CARDINAL')]",2400.0
"great all-day battery life,
and starts with 256GB of storage.",2405.633,5.606,2411.239,"great all-day battery life,
and starts with 256gb of storage.","['great', 'battery', 'and', 'starts', 'with', 'of']",6,POSITIVE,1,"[('all-day', 'DATE'), ('256', 'CARDINAL')]",2400.0
"iPhone 17 is packed with features
you will enjoy every day.",2411.906,4.738,2416.644,"iphone 17 is packed with features
you will enjoy every day.","['iphone', 'is', 'packed', 'with', 'features', 'you', 'will', 'enjoy', 'every']",9,POSITIVE,1,"[('17', 'CARDINAL'), ('every day', 'DATE')]",2400.0
"And now, back to Tim.",2416.878,1.668,2418.5460000000003,"and now, back to tim.","['and', 'back', 'to']",3,POSITIVE,1,"[('tim', 'PERSON')]",2400.0
iPhone 17 is fantastic.,2420.581,2.87,2423.451,iphone 17 is fantastic.,"['iphone', 'is']",2,POSITIVE,1,"[('17', 'CARDINAL')]",2400.0
"And that’s just the beginning
of what we’re introducing today.",2423.685,3.136,2426.821,"and that’s just the beginning
of what we’re introducing today.","['and', 'just', 'the', 'beginning', 'of', 'what', 'introducing']",7,POSITIVE,1,"[('today', 'DATE')]",2400.0
"With the advancements made possible by
Apple silicon, we have been able to push",2427.121,4.305,2431.426,"with the advancements made possible by
apple silicon, we have been able to push","['with', 'the', 'advancements', 'made', 'possible', 'by', 'apple', 'we', 'have', 'been', 'able', 'to', 'push']",13,POSITIVE,1,[],2400.0
"the limits of iPhone
design and innovation.",2431.459,2.803,2434.2619999999997,"the limits of iphone
design and innovation.","['the', 'limits', 'of', 'iphone', 'design', 'and']",6,NEGATIVE,-1,[],2400.0
"And that breakthrough has led
to something truly amazing.",2434.562,4.638,2439.2,"and that breakthrough has led
to something truly amazing.","['and', 'that', 'breakthrough', 'has', 'led', 'to', 'something', 'truly']",8,POSITIVE,1,[],2400.0
"Introducing the newest member
of the iPhone family.",2439.6,3.437,2443.037,"introducing the newest member
of the iphone family.","['introducing', 'the', 'newest', 'member', 'of', 'the', 'iphone']",7,POSITIVE,1,[],2400.0
"Our intention was to make an iPhone
that feels like a piece of the future.",2447.842,4.705,2452.547,"our intention was to make an iphone
that feels like a piece of the future.","['our', 'intention', 'was', 'to', 'make', 'an', 'iphone', 'that', 'feels', 'like', 'a', 'piece', 'of', 'the']",14,POSITIVE,1,[],2400.0
"Powerful, yet so thin and light,",2454.015,2.602,2456.6169999999997,"powerful, yet so thin and light,","['yet', 'so', 'thin', 'and']",4,POSITIVE,1,[],2400.0
it seems to disappear in your hands.,2456.651,2.402,2459.053,it seems to disappear in your hands.,"['it', 'seems', 'to', 'disappear', 'in', 'your']",6,NEGATIVE,-1,[],2400.0
"The core structure
is a radically thin frame",2464.559,3.069,2467.628,"the core structure
is a radically thin frame","['the', 'core', 'structure', 'is', 'a', 'radically', 'thin', 'frame']",8,NEGATIVE,-1,[],2400.0
"made from Grade 5
spacecraft titanium",2467.695,2.836,2470.531,"made from grade 5
spacecraft titanium","['made', 'from', 'grade', 'spacecraft', 'titanium']",5,POSITIVE,1,"[('5', 'CARDINAL')]",2400.0
"that combines strength,
lightness and durability.",2470.598,3.237,2473.835,"that combines strength,
lightness and durability.","['that', 'combines', 'lightness', 'and']",4,POSITIVE,1,[],2400.0
"To bring elegance
to such a tough material,",2475.803,2.603,2478.406,"to bring elegance
to such a tough material,","['to', 'bring', 'elegance', 'to', 'such', 'a', 'tough']",7,POSITIVE,1,[],2400.0
